SelectVenue,TasteofFood,QualityofFood,ManuVariety,ValuefortheMoney,OrderAccuracy,SpeedofService,Ambiance,OverallSatisfaction,Recomendation
KoheToorMarquee,Good,Excellent,Fair,Excellent,Good,Good,Excellent,Excellent,Probablyyes
ParadiseGrandMarquee,Good,Fair,Good,Fair,Excellent,Good,Excellent,Good,Probablyyes
TamaseelMarriageHall,Good,Excellent,Fair,Good,Excellent,Good,Excellent,Fair,Probablyyes
PearlMarriageHall,Good,Good,Good,Fair,Fair,Fair,Good,Fair,Probablyyes
BandhanMarriageHall,Good,Fair,Good,Excellent,Good,Excellent,Excellent,Excellent,Definitelyyes
GulistanMarriageHall,Good,Fair,Good,Good,Fair,Good,Excellent,Fair,Probablyyes
KhayyamBanquetHall,Fair,Excellent,Fair,Good,Poor,Fair,Good,Fair,Probablyyes
JumeirahPalace,Excellent,Good,Fair,Fair,Good,Excellent,Good,Good,Definitelyyes
LaraibBanquet,Fair,Excellent,Fair,Good,Excellent,Fair,Good,Excellent,Definitelyyes
BandhanMarriageHall,Excellent,Good,Excellent,Fair,Good,Good,Good,Excellent,Definitelyyes
PearlMarriageHall,Excellent,Excellent,Good,Fair,Good,Excellent,Good,Excellent,Definitelyyes
CrystalsBanquetHall,Good,Fair,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Definitelyyes
GulistanMarriageHall,Fair,Good,Fair,Excellent,Fair,Good,Excellent,Good,Probablyyes
FaisalabadMarriageHall,Fair,Good,Poor,Fair,Good,Fair,Good,Fair,Probablyno
GulistanMarriageHall,Excellent,Fair,Good,Fair,Excellent,Good,Good,Excellent,Definitelyyes
QuilimMarquee,Fair,Good,Poor,Fair,Poor,Poor,Good,Poor,Definitelyno
KoheToorMarquee,Excellent,Good,Fair,Good,Excellent,Good,Good,Fair,Probablyyes
WeddingMarquee,Fair,Poor,Fair,Good,Fair,Poor,Good,Fair,Probablyno
JumeirahPalace,Good,Fair,Good,Excellent,Good,Fair,Excellent,Excellent,Definitelyyes
CrystalsBanquetHall,Good,Fair,Good,Good,Fair,Fair,Excellent,Good,Probablyyes
GulistanMarriageHall,Poor,Good,Fair,Poor,Fair,Good,Fair,Fair,Probablyno
GulistanMarriageHall,Excellent,Good,Fair,Fair,Good,Good,Good,Fair,Probablyyes
TamaseelMarriageHall,Good,Good,Good,Fair,Poor,Fair,Fair,Good,Probablyno
BandhanMarriageHall,Good,Fair,Poor,Fair,Good,Fair,Fair,Poor,Definitelyno
JumeirahPalace,Good,Excellent,Fair,Good,Excellent,Good,Excellent,Excellent,Definitelyyes
KhayyamBanquetHall,Fair,Excellent,Good,Fair,Good,Fair,Good,Good,Definitelyyes
CrystalsBanquetHall,Fair,Good,Poor,Good,Poor,Fair,Good,Poor,Definitelyno
BandhanMarriageHall,Poor,Good,Fair,Fair,Good,Fair,Fair,Good,Probablyyes
TamaseelMarriageHall,Fair,Good,Fair,Poor,Fair,Fair,Poor,Fair,Probablyno
PearlMarriageHall,Fair,Poor,Fair,Good,Fair,Poor,Good,Fair,Probablyno
StarMarquee,Excellent,Good,Fair,Fair,Good,Fair,Good,Good,Probablyyes
QuilimMarquee,Fair,Good,Excellent,Good,Good,Fair,Good,Good,Definitelyyes
SevenSeasMarquee,Fair,Poor,Fair,Good,Poor,Fair,Good,Poor,Definitelyno
PearlMarriageHall,Good,Good,Fair,Good,Excellent,Excellent,Excellent,Excellent,Definitelyyes
FaisalabadMarriageHall,Fair,Excellent,Excellent,Good,Fair,Good,Good,Excellent,Definitelyyes
TheRoyalBanquet,Fair,Fair,Good,Fair,Poor,Fair,Good,Fair,Probablyyes
TheSheratonMarquee,Good,Good,Fair,Poor,Poor,Fair,Fair,Poor,Definitelyno
PearlMarriageHall,Good,Fair,Good,Fair,Fair,Good,Fair,Fair,Probablyno
TamaseelMarriageHall,Fair,Excellent,Good,Fair,Good,Excellent,Good,Good,Definitelyyes
TheRoyalBanquet,Good,Fair,Fair,Good,Excellent,Good,Excellent,Good,Definitelyyes
JumeirahPalace,Fair,Poor,Fair,Good,Fair,Poor,Good,Fair,Probablyno
BandhanMarriageHall,Good,Good,Good,Fair,Good,Good,Excellent,Excellent,Definitelyyes
TamaseelMarriageHall,Good,Fair,Good,Excellent,Good,Good,Excellent,Excellent,Definitelyyes
BandhanMarriageHall,Excellent,Good,Good,Excellent,Good,Fair,Good,Good,Definitelyyes
FaisalabadMarriageHall,Poor,Fair,Fair,Good,Fair,Fair,Poor,Poor,Definitelyno
StarMarquee,Fair,Good,Fair,Poor,Poor,Fair,Fair,Fair,Probablyno
JumeirahPalace,Excellent,Good,Good,Fair,Good,Excellent,Good,Excellent,Definitelyyes
LaraibBanquet,Good,Excellent,Good,Fair,Good,Excellent,Excellent,Good,Definitelyyes
JumeirahPalace,Good,Good,Fair,Good,Fair,Good,Fair,Good,Probablyyes
VictoriaMarquee,Good,Excellent,Good,Fair,Good,Excellent,Excellent,Good,Probablyyes
RoyalPalmMarquee,Excellent,Good,Fair,Excellent,Good,Excellent,Good,Good,Definitelyyes
KoheToorMarquee,Good,Good,Fair,Good,Excellent,Excellent,Excellent,Excellent,Definitelyyes
ParadiseGrandMarquee,Good,Good,Excellent,Fair,Fair,Good,Excellent,Excellent,Definitelyyes
LayalpurMarquee,Good,Fair,Good,Good,Excellent,Good,Excellent,Fair,Probablyyes
RoyalPalmMarquee,Good,Fair,Good,Good,Excellent,Good,Excellent,Excellent,Definitelyyes
BandhanMarriageHall,Good,Excellent,Good,Fair,Good,Excellent,Excellent,Excellent,Definitelyyes
GulistanMarriageHall,Good,Excellent,Good,Fair,Good,Good,Excellent,Excellent,Definitelyyes
TamaseelMarriageHall,Good,Fair,Fair,Excellent,Good,Fair,Excellent,Good,Probablyyes
BandhanMarriageHall,Fair,Good,Fair,Poor,Poor,Fair,Poor,Poor,Definitelyno
VictoriaMarquee,Fair,Good,Good,Fair,Poor,Good,Good,Fair,Probablyno
TheCastleMarquee,Fair,Excellent,Good,Fair,Good,Excellent,Good,Good,Probablyyes
WeddingMarquee,Good,Fair,Poor,Fair,Good,Poor,Fair,Fair,Definitelyno
TheSheratonMarquee,Good,Good,Excellent,Good,Good,Excellent,Excellent,Good,Definitelyyes
SevenSeasMarquee,Fair,Fair,Poor,Poor,Fair,Poor,Good,Poor,Definitelyno
QuilimMarquee,Good,Fair,Good,Excellent,Good,Fair,Excellent,Good,Probablyyes
WeddingMarquee,Good,Good,Good,Good,Fair,Excellent,Good,Good,Definitelyyes
KoheToorMarquee,Fair,Good,Fair,Good,Good,Good,Fair,Fair,Probablyno
KhayyamBanquetHall,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Definitelyyes
KhayyamBanquetHall,Good,Fair,Excellent,Fair,Fair,Poor,Good,Fair,Probablyno
WeddingMarquee,Excellent,Excellent,Fair,Excellent,Good,Excellent,Excellent,Excellent,Probablyyes
JumeirahPalace,Fair,Good,Good,Excellent,Excellent,Good,Fair,Good,Probablyno
TheCastleMarquee,Fair,Excellent,Excellent,Excellent,Excellent,Fair,Excellent,Fair,Probablyyes
ParadiseGrandMarquee,Good,Fair,Good,Fair,Poor,Fair,Good,Fair,Probablyno
VictoriaMarquee,Excellent,Excellent,Excellent,Excellent,Excellent,Fair,Excellent,Excellent,Definitelyyes
KoheToorMarquee,Fair,Good,Fair,Good,Good,Poor,Fair,Fair,Probablyno
GulistanMarriageHall,Poor,Fair,Poor,Fair,Good,Fair,Poor,Poor,Definitelyno
WeddingMarquee,Excellent,Excellent,Excellent,Excellent,Excellent,Fair,Excellent,Excellent,Definitelyyes
FaisalabadMarriageHall,Good,Excellent,Good,Excellent,Fair,Excellent,Good,Good,Probablyyes
BandhanMarriageHall,Fair,Good,Poor,Good,Excellent,Fair,Fair,Fair,Probablyno
TheRoyalBanquet,Good,Fair,Fair,Good,Good,Excellent,Good,Good,Probablyyes
JumeirahPalace,Good,Excellent,Good,Excellent,Excellent,Excellent,Good,Good,Probablyyes
SevenSeasMarquee,Excellent,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Definitelyyes
TheRoyalBanquet,Good,Excellent,Excellent,Excellent,Excellent,Good,Good,Good,Probablyyes
VictoriaMarquee,Fair,Good,Poor,Good,Good,Fair,Fair,Poor,Definitelyno
CrownPalaceMarquee,Excellent,Good,Good,Excellent,Excellent,Good,Excellent,Excellent,Definitelyyes
ParadiseGrandMarquee,Good,Fair,Fair,Good,Poor,Poor,Good,Fair,Probablyno
RoyalPalaceMarquee,Good,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Definitelyyes
CrystalsBanquetHall,Excellent,Excellent,Excellent,Good,Excellent,Fair,Excellent,Excellent,Definitelyyes
LayalpurMarquee,Excellent,Good,Good,Excellent,Good,Good,Excellent,Excellent,Definitelyyes
TamaseelMarriageHall,Good,Fair,Fair,Good,Fair,Fair,Good,Fair,Probablyno
TheCastleMarquee,Good,Good,Good,Good,Good,Fair,Good,Good,Probablyyes
WeddingMarquee,Excellent,Good,Excellent,Good,Good,Fair,Excellent,Excellent,Probablyyes
TheSheratonMarquee,Good,Fair,Good,Good,Good,Good,Good,Good,Probablyyes
LaraibBanquet,Good,Fair,Good,Fair,Fair,Good,Good,Fair,Probablyno
GulistanMarriageHall,Excellent,Excellent,Good,Good,Good,Excellent,Excellent,Good,Probablyyes
TheRoyalBanquet,Good,Excellent,Fair,Good,Good,Good,Good,Good,Probablyyes
TheRoyalBanquet,Good,Fair,Good,Excellent,Good,Fair,Excellent,Good,Definitelyyes
KoheToorMarquee,Fair,Excellent,Good,Fair,Fair,Good,Good,Good,Probablyyes
FaisalabadMarriageHall,Excellent,Fair,Fair,Good,Excellent,Good,Good,Fair,Definitelyyes
PearlMarriageHall,Excellent,Fair,Good,Good,Good,Fair,Excellent,Excellent,Probablyyes
JumeirahPalace,Good,Fair,Poor,Fair,Fair,Good,Fair,Fair,Probablyno
SevenSeasMarquee,Poor,Fair,Fair,Good,Good,Fair,Fair,Fair,Definitelyno
QuilimMarquee,Good,Good,Fair,Fair,Good,Excellent,Good,Good,Probablyyes
CrownPalaceMarquee,Fair,Fair,Good,Good,Excellent,Good,Good,Fair,Probablyno
TheRoyalBanquet,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Definitelyyes
CrystalsBanquetHall,Good,Fair,Poor,Fair,Fair,Good,Excellent,Fair,Probablyno
SevenSeasMarquee,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Definitelyyes
VictoriaMarquee,Fair,Good,Poor,Fair,Poor,Good,Good,Fair,Probablyno
VictoriaMarquee,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,Definitelyyes
JumeirahPalace,Good,Fair,Good,Excellent,Good,Excellent,Excellent,Excellent,Definitelyyes
ParadiseGrandMarquee,Good,Excellent,Fair,Good,Good,Excellent,Excellent,Excellent,Definitelyyes
PearlMarriageHall,Good,Good,Excellent,Good,Fair,Good,Excellent,Good,Probablyyes
CrystalsBanquetHall,Good,Fair,Good,Excellent,Good,Good,Excellent,Good,Definitelyyes
KoheToorMarquee,Excellent,Good,Fair,Good,Excellent,Good,Good,Excellent,Definitelyyes
FaisalabadMarriageHall,Good,Fair,Fair,Good,Good,Excellent,Excellent,Excellent,Definitelyyes
VictoriaMarquee,Good,Excellent,Good,Good,Excellent,Good,Excellent,Excellent,Definitelyyes
ParadiseGrandMarquee,Fair,Good,Fair,Excellent,Excellent,Excellent,Fair,Fair,Probablyno
KhayyamBanquetHall,Excellent,Fair,Good,Good,Good,Good,Excellent,Excellent,Definitelyyes
CrystalsBanquetHall,Good,Excellent,Good,Fair,Good,Excellent,Excellent,Excellent,Definitelyyes
TheCastleMarquee,Fair,Fair,Poor,Poor,Fair,Fair,Good,Poor,Definitelyno
WeddingMarquee,Excellent,Good,Fair,Excellent,Excellent,Excellent,Excellent,Good,Probablyyes
SevenSeasMarquee,Good,Fair,Good,Fair,Poor,Good,Good,Fair,Probablyno
PearlMarriageHall,Fair,Good,Good,Fair,Good,Good,Fair,Fair,Probablyno
StarMarquee,Good,Good,Good,Good,Excellent,Good,Excellent,Good,Definitelyyes
RoyalPalaceMarquee,Excellent,Good,Good,Excellent,Good,Good,Excellent,Excellent,Probablyyes
WeddingMarquee,Good,Fair,Good,Excellent,Good,Excellent,Excellent,Excellent,Definitelyyes
BandhanMarriageHall,Excellent,Good,Excellent,Poor,Excellent,Fair,Excellent,Good,Probablyno
GulistanMarriageHall,Good,Fair,Good,Excellent,Good,Excellent,Excellent,Excellent,Definitelyyes
GulistanMarriageHall,Good,Excellent,Fair,Good,Excellent,Excellent,Excellent,Excellent,Definitelyyes
PearlMarriageHall,Excellent,Good,Fair,Excellent,Excellent,Good,Excellent,Excellent,Probablyyes
GulistanMarriageHall,Excellent,Good,Fair,Good,Excellent,Fair,Excellent,Good,Probablyyes
GulistanMarriageHall,Good,Fair,Good,Fair,Excellent,Excellent,Excellent,Excellent,Definitelyyes
PearlMarriageHall,Good,Excellent,Good,Fair,Good,Excellent,Excellent,Good,Probablyyes
LaraibBanquet,Good,Fair,Good,Fair,Good,Good,Excellent,Good,Probablyyes
FaisalabadMarriageHall,Good,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Definitelyyes
CrystalsBanquetHall,Fair,Good,Excellent,Good,Excellent,Excellent,Fair,Good,Probablyno
CrystalsBanquetHall,Good,Excellent,Good,Good,Excellent,Excellent,Fair,Good,Probablyyes
PearlMarriageHall,Good,Good,Excellent,Good,Excellent,Good,Excellent,Excellent,Definitelyyes
RoyalPalaceMarquee,Fair,Good,Fair,Good,Good,Good,Fair,Good,Probablyyes
TamaseelMarriageHall,Good,Excellent,Fair,Good,Excellent,Excellent,Excellent,Excellent,Definitelyyes
KoheToorMarquee,Excellent,Good,Good,Excellent,Excellent,Fair,Excellent,Excellent,Definitelyyes
PearlMarriageHall,Good,Fair,Good,Fair,Good,Excellent,Excellent,Good,Probablyyes
GulistanMarriageHall,Excellent,Good,Excellent,Good,Excellent,Good,Good,Excellent,Definitelyyes
ParadiseGrandMarquee,Good,Excellent,Good,Excellent,Good,Excellent,Excellent,Excellent,Probablyyes
KhayyamBanquetHall,Good,Excellent,Excellent,Good,Excellent,Good,Excellent,Excellent,Definitelyyes
ParadiseGrandMarquee,Good,Fair,Good,Good,Excellent,Excellent,Excellent,Good,Definitelyyes
TheSheratonMarquee,Good,Fair,Good,Good,Good,Excellent,Excellent,Excellent,Definitelyyes
SevenSeasMarquee,Good,Excellent,Fair,Good,Excellent,Good,Excellent,Excellent,Definitelyyes
TamaseelMarriageHall,Good,Excellent,Good,Excellent,Good,Excellent,Excellent,Excellent,Definitelyyes
TheCastleMarquee,Good,Excellent,Good,Good,Fair,Good,Good,Good,Probablyyes
CrystalsBanquetHall,Excellent,Excellent,Fair,Good,Good,Excellent,Excellent,Excellent,Probablyyes
FaisalabadMarriageHall,Excellent,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Definitelyyes
ParadiseGrandMarquee,Good,Excellent,Good,Fair,Good,Excellent,Excellent,Excellent,Definitelyyes
TheRoyalBanquet,Good,Good,Fair,Good,Fair,Good,Good,Good,Probablyyes
CrystalsBanquetHall,Excellent,Fair,Good,Fair,Excellent,Excellent,Good,Excellent,Definitelyyes
PearlMarriageHall,Excellent,Good,Fair,Good,Good,Good,Excellent,Good,Probablyyes
PearlMarriageHall,Excellent,Good,Fair,Good,Excellent,Good,Good,Good,Probablyyes
CrystalsBanquetHall,Good,Poor,Fair,Good,Good,Good,Good,Good,Probablyyes
SevenSeasMarquee,Excellent,Good,Good,Fair,Good,Good,Excellent,Good,Probablyyes
TheRoyalBanquet,Excellent,Fair,Fair,Good,Good,Fair,Excellent,Good,Probablyyes
FaisalabadMarriageHall,Excellent,Good,Good,Good,Fair,Excellent,Excellent,Good,Probablyyes
GulistanMarriageHall,Good,Excellent,Fair,Good,Fair,Good,Excellent,Excellent,Definitelyyes
LaraibBanquet,Good,Good,Excellent,Excellent,Excellent,Good,Good,Good,Probablyyes
CrownPalaceMarquee,Good,Excellent,Fair,Good,Excellent,Good,Good,Good,Probablyyes
KhayyamBanquetHall,Good,Excellent,Good,Excellent,Good,Excellent,Excellent,Excellent,Definitelyyes
TheCastleMarquee,Good,Excellent,Good,Good,Good,Good,Good,Excellent,Probablyyes
JumeirahPalace,Good,Excellent,Good,Excellent,Good,Excellent,Excellent,Excellent,Definitelyyes
CrystalsBanquetHall,Good,Fair,Fair,Good,Good,Excellent,Good,Good,Probablyyes
StarMarquee,Excellent,Fair,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Probablyyes
KoheToorMarquee,Good,Excellent,Good,Fair,Good,Good,Excellent,Excellent,Definitelyyes
PearlMarriageHall,Good,Excellent,Good,Fair,Good,Excellent,Excellent,Excellent,Definitelyyes
RoyalPalmMarquee,Good,Good,Fair,Good,Fair,Excellent,Excellent,Excellent,Definitelyyes
RoyalPalmMarquee,Good,Fair,Fair,Good,Good,Fair,Good,Good,Probablyyes
QuilimMarquee,Fair,Good,Poor,Poor,Fair,Fair,Good,Fair,Definitelyno
CrystalsBanquetHall,Fair,Excellent,Fair,Good,Fair,Good,Good,Good,Probablyyes
LayalpurMarquee,Good,Fair,Good,Excellent,Fair,Good,Excellent,Excellent,Definitelyyes
VictoriaMarquee,Good,Good,Fair,Good,Good,Excellent,Excellent,Excellent,Definitelyyes
TheRoyalBanquet,Good,Good,Fair,Good,Fair,Good,Excellent,Good,Probablyyes
TheRoyalBanquet,Good,Fair,Good,Good,Excellent,Good,Excellent,Good,Probablyyes
LayalpurMarquee,Good,Fair,Good,Good,Fair,Good,Excellent,Good,Probablyyes
KhayyamBanquetHall,Good,Fair,Good,Good,Fair,Excellent,Excellent,Excellent,Definitelyyes
RoyalPalmMarquee,Excellent,Good,Fair,Fair,Good,Excellent,Excellent,Excellent,Definitelyyes
PearlMarriageHall,Good,Good,Fair,Good,Fair,Excellent,Excellent,Excellent,Definitelyyes
RoyalPalmMarquee,Good,Good,Excellent,Good,Fair,Excellent,Excellent,Excellent,Definitelyyes
TheSheratonMarquee,Good,Fair,Good,Fair,Poor,Good,Excellent,Good,Probablyyes
TheSheratonMarquee,Good,Fair,Fair,Good,Fair,Good,Good,Good,Probablyyes
ParadiseGrandMarquee,Good,Fair,Good,Fair,Good,Good,Excellent,Excellent,Definitelyyes
LayalpurMarquee,Good,Fair,Good,Fair,Good,Excellent,Excellent,Excellent,Definitelyyes
WeddingMarquee,Good,Fair,Good,Good,Fair,Excellent,Excellent,Excellent,Definitelyyes
FaisalabadMarriageHall,Good,Excellent,Fair,Fair,Good,Excellent,Excellent,Excellent,Definitelyyes
PearlMarriageHall,Good,Good,Fair,Good,Good,Excellent,Excellent,Excellent,Definitelyyes
RoyalPalmMarquee,Good,Excellent,Good,Excellent,Good,Excellent,Excellent,Excellent,Definitelyyes
RoyalPalmMarquee,Good,Good,Good,Good,Good,Good,Excellent,Good,Probablyyes
TamaseelMarriageHall,Good,Fair,Fair,Good,Excellent,Fair,Good,Good,Probablyyes
TheCastleMarquee,Excellent,Excellent,Good,Fair,Good,Excellent,Excellent,Excellent,Definitelyyes
TheCastleMarquee,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,Good,Definitelyyes
TheCastleMarquee,Good,Excellent,Good,Fair,Good,Good,Excellent,Good,Probablyyes
KoheToorMarquee,Excellent,Excellent,Excellent,Good,Good,Good,Excellent,Good,Definitelyyes
LayalpurMarquee,Good,Good,Excellent,Good,Good,Excellent,Excellent,Good,Definitelyyes
ParadiseGrandMarquee,Excellent,Fair,Good,Fair,Good,Good,Excellent,Good,Probablyyes
ParadiseGrandMarquee,Excellent,Excellent,Good,Good,Good,Good,Good,Good,Definitelyyes
JumeirahPalace,Good,Good,Good,Good,Good,Excellent,Excellent,Good,Definitelyyes
WeddingMarquee,Good,Good,Fair,Good,Fair,Fair,Good,Good,Probablyyes
FaisalabadMarriageHall,Good,Excellent,Excellent,Excellent,Fair,Good,Fair,Good,Definitelyyes
TheRoyalBanquet,Good,Good,Fair,Good,Poor,Good,Good,Good,Probablyyes
RoyalPalaceMarquee,Good,Good,Fair,Fair,Fair,Good,Good,Good,Probablyyes
KhayyamBanquetHall,Fair,Good,Good,Good,Fair,Fair,Fair,Fair,Probablyyes
JumeirahPalace,Poor,Good,Good,Fair,Fair,Poor,Poor,Fair,Probablyno
LaraibBanquet,Good,Good,Good,Good,Good,Excellent,Excellent,Good,Definitelyyes
WeddingMarquee,Good,Excellent,Excellent,Good,Fair,Good,Good,Good,Probablyyes
KhayyamBanquetHall,Excellent,Excellent,Good,Good,Good,Good,Excellent,Excellent,Probablyyes
JumeirahPalace,Excellent,Good,Good,Good,Good,Good,Good,Good,Probablyyes
RoyalPalmMarquee,Excellent,Good,Excellent,Fair,Good,Good,Good,Good,Probablyyes
JumeirahPalace,Fair,Good,Good,Good,Fair,Good,Good,Good,Probablyyes
WeddingMarquee,Good,Good,Good,Fair,Good,Excellent,Excellent,Excellent,Probablyyes
FaisalabadMarriageHall,Excellent,Good,Good,Excellent,Good,Excellent,Good,Good,Probablyyes
LayalpurMarquee,Good,Excellent,Fair,Good,Excellent,Good,Fair,Fair,Probablyno
TheRoyalBanquet,Excellent,Good,Good,Good,Good,Excellent,Good,Excellent,Probablyyes
TheSheratonMarquee,Good,Fair,Fair,Fair,Good,Fair,Fair,Good,Probablyyes
FaisalabadMarriageHall,Fair,Good,Excellent,Fair,Good,Good,Good,Excellent,Probablyyes
CrownPalaceMarquee,Fair,Good,Excellent,Excellent,Excellent,Good,Good,Good,Definitelyyes
KhayyamBanquetHall,Good,Good,Fair,Good,Good,Fair,Good,Good,Probablyyes
FaisalabadMarriageHall,Excellent,Excellent,Good,Good,Good,Good,Good,Excellent,Probablyyes
TheRoyalBanquet,Excellent,Good,Fair,Excellent,Good,Excellent,Good,Good,Definitelyyes
TheRoyalBanquet,Fair,Good,Fair,Fair,Fair,Poor,Fair,Fair,Probablyno
TheRoyalBanquet,Excellent,Excellent,Good,Good,Good,Fair,Good,Good,Definitelyyes
CrystalsBanquetHall,Good,Excellent,Good,Excellent,Good,Excellent,Excellent,Good,Definitelyyes
KoheToorMarquee,Excellent,Good,Excellent,Good,Good,Fair,Good,Good,Definitelyyes
ParadiseGrandMarquee,Excellent,Good,Excellent,Good,Good,Good,Good,Excellent,Definitelyyes
FaisalabadMarriageHall,Good,Excellent,Good,Excellent,Excellent,Good,Good,Good,Probablyyes
TamaseelMarriageHall,Good,Good,Good,Excellent,Excellent,Fair,Excellent,Good,Definitelyyes
PearlMarriageHall,Excellent,Excellent,Good,Excellent,Good,Good,Good,Good,Definitelyyes
BandhanMarriageHall,Good,Fair,Good,Good,Excellent,Good,Good,Good,Probablyyes
GulistanMarriageHall,Good,Excellent,Good,Fair,Excellent,Good,Good,Excellent,Definitelyyes
KhayyamBanquetHall,Good,Excellent,Good,Excellent,Excellent,Good,Good,Good,Definitelyyes
LaraibBanquet,Good,Excellent,Good,Good,Excellent,Good,Good,Excellent,Probablyyes
BandhanMarriageHall,Good,Good,Excellent,Good,Excellent,Good,Good,Excellent,Definitelyyes
GulistanMarriageHall,Excellent,Good,Excellent,Good,Good,Good,Good,Excellent,Definitelyyes
FaisalabadMarriageHall,Excellent,Good,Excellent,Good,Good,Excellent,Good,Good,Probablyyes
QuilimMarquee,Good,Excellent,Good,Good,Excellent,Good,Good,Excellent,Definitelyyes
KoheToorMarquee,Excellent,Excellent,Good,Good,Good,Good,Good,Excellent,Definitelyyes
WeddingMarquee,Excellent,Good,Good,Good,Good,Excellent,Good,Good,Probablyyes
TamaseelMarriageHall,Excellent,Excellent,Good,Good,Good,Good,Good,Excellent,Definitelyyes
BandhanMarriageHall,Excellent,Good,Excellent,Good,Good,Excellent,Good,Excellent,Probablyyes
JumeirahPalace,Excellent,Good,Good,Excellent,Good,Excellent,Good,Good,Definitelyyes
KhayyamBanquetHall,Good,Good,Excellent,Good,Good,Good,Good,Good,Definitelyyes
CrystalsBanquetHall,Excellent,Good,Good,Fair,Excellent,Excellent,Good,Excellent,Definitelyyes
BandhanMarriageHall,Excellent,Excellent,Good,Excellent,Good,Good,Good,Excellent,Probablyyes
TamaseelMarriageHall,Excellent,Good,Good,Good,Good,Excellent,Excellent,Excellent,Definitelyyes
PearlMarriageHall,Excellent,Good,Excellent,Good,Good,Excellent,Good,Excellent,Definitelyyes
StarMarquee,Excellent,Good,Excellent,Good,Good,Excellent,Good,Excellent,Definitelyyes
QuilimMarquee,Good,Excellent,Good,Excellent,Excellent,Good,Excellent,Good,Definitelyyes
SevenSeasMarquee,Excellent,Good,Excellent,Good,Good,Excellent,Good,Excellent,Definitelyyes
